Date,Stage,cell_id,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300
9/10/13,S6,50,NaN,NaN,172.48,164.02,187.54,183.63,200.58,250.79,276.13,316.57,361.43,414.46,455.72,501.78,553.07,581.07,639.06,656.37,687.57,714.99,804.86,827.53,908.76,909.62,943.24,895.65,943.17,939.09,896.13,870.33,859.76,835.43,814.01,769.51,740.88,696.21,714.14,621.54,606.67,544.54,507.34,528.70,510.77,492.47,453.98,425.91,404.45,406.07,388.15,391.81,384.18,385.74,382.41,351.83,351.30,327.68,305.72,286.76,263.91,267.82,246.18,227.36,221.48,208.69,210.12
9/10/13,S3,51,NaN,NaN,173.16,171.72,178.94,183.54,180.46,203.77,230.84,258.96,299.31,299.46,347.02,330.53,350.73,365.83,394.32,417.74,453.33,517.51,495.18,469.47,539.01,569.73,633.85,654.17,653.97,652.55,686.57,677.17,682.97,682.79,676.76,625.90,626.84,635.98,610.83,595.29,582.72,514.30,499.60,466.82,433.42,402.85,428.75,395.91,391.30,383.04,365.35,374.82,350.47,328.59,328.16,323.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/10/13,S5,52,NaN,NaN,173.64,184.55,186.90,172.27,183.75,176.09,190.60,189.08,189.98,213.82,198.29,221.67,222.73,232.15,246.34,254.83,261.03,292.11,307.75,326.46,348.19,384.28,406.00,400.50,400.41,405.63,406.77,409.65,409.43,386.83,383.58,394.99,362.32,350.98,298.14,301.76,278.97,260.49,264.32,258.26,286.35,257.42,260.25,257.58,265.33,264.38,276.74,259.58,253.45,254.76,238.09,247.32,231.35,215.10,202.92,187.91,183.64,185.88,178.97,177.20,181.04,NaN,NaN
9/10/13,S1,53,NaN,NaN,175.22,177.10,178.58,188.98,210.29,226.96,254.53,294.80,329.08,367.45,424.49,448.67,511.45,533.35,592.08,639.18,687.81,709.12,758.25,750.91,790.83,854.70,859.19,890.75,884.94,859.30,855.99,836.46,798.30,784.78,749.18,775.10,717.20,713.01,601.64,563.47,546.93,500.51,452.55,455.56,435.00,387.63,401.40,390.55,385.76,383.97,371.53,367.01,373.95,363.45,342.66,327.47,325.02,279.43,260.12,219.27,193.80,183.64,169.12,165.13,162.11,160.76,150.33
9/10/13,S6,54,NaN,NaN,175.44,169.89,178.05,174.27,183.76,211.16,227.15,248.38,268.83,289.84,319.07,338.24,369.18,381.86,402.35,409.13,427.80,424.65,449.61,459.29,484.72,477.11,479.69,462.36,467.99,471.56,444.97,428.24,407.71,378.63,366.19,348.78,338.45,334.68,323.66,297.97,295.85,293.52,285.35,247.17,245.01,239.49,236.21,221.28,213.66,202.82,193.25,190.35,186.30,191.47,175.27,171.54,177.59,177.38,178.90,167.62,155.46,155.10,147.48,143.08,136.96,131.90,130.72
9/10/13,S6,55,NaN,NaN,175.78,170.10,192.07,188.79,205.52,245.09,267.41,295.48,321.67,398.77,408.11,438.96,413.52,469.95,499.44,486.08,479.80,489.39,483.14,510.58,512.77,510.08,506.43,493.37,505.71,472.36,469.12,444.77,412.89,392.09,374.00,384.85,343.87,335.24,321.47,304.95,301.67,300.93,261.73,248.75,255.61,246.37,221.94,218.03,218.24,209.94,212.21,199.00,195.61,195.19,174.14,167.28,157.58,159.70,151.13,144.05,138.24,135.54,134.59,135.11,131.57,122.20,114.83
9/10/13,S1,56,NaN,NaN,176.87,187.76,187.61,194.49,201.48,220.36,258.24,300.32,343.44,381.97,417.90,429.60,469.39,469.45,497.41,514.75,535.97,547.73,556.30,550.98,511.31,543.73,529.13,529.45,508.38,494.68,491.85,473.34,455.89,437.05,430.19,374.44,365.73,348.80,349.80,305.98,322.66,306.43,307.94,294.73,275.15,271.23,268.03,269.67,270.57,280.22,262.30,253.27,268.89,258.22,242.90,246.48,222.28,224.45,211.87,195.54,207.65,187.07,197.64,188.19,164.49,178.36,178.34
9/10/13,S6,57,NaN,NaN,177.92,173.32,190.59,186.54,192.17,229.05,253.70,293.08,327.91,379.99,400.57,426.25,456.04,451.94,477.36,479.61,489.09,483.80,535.34,511.81,539.94,521.05,519.01,481.56,496.22,482.10,449.18,437.40,433.28,408.11,377.25,381.99,341.56,314.84,329.33,312.00,313.95,298.09,281.78,270.28,262.79,256.37,259.55,255.66,249.90,277.04,268.32,259.78,267.69,247.31,235.61,223.74,218.24,209.71,202.09,189.23,176.42,192.29,186.40,185.30,183.75,181.02,172.98
9/10/13,S5,58,NaN,NaN,178.36,186.22,181.64,173.36,198.11,173.80,189.73,196.69,206.95,225.32,239.81,261.33,272.11,304.79,322.22,351.84,382.91,417.27,452.41,472.51,512.20,539.87,556.08,543.40,537.51,575.40,548.27,515.29,461.18,481.23,418.84,410.65,396.41,396.35,346.06,342.59,323.11,317.35,312.24,313.48,308.34,298.58,297.99,287.74,294.86,281.64,268.65,252.16,255.01,232.73,224.17,218.10,205.87,201.40,192.94,173.23,168.48,163.94,163.51,163.45,164.84,NaN,NaN
9/10/13,S5,59,NaN,NaN,178.97,169.60,191.10,173.73,195.44,220.59,248.13,259.36,281.93,300.50,310.54,316.60,358.44,397.76,414.39,447.97,457.12,493.19,512.43,513.95,516.87,518.19,538.61,497.46,482.82,497.78,477.15,441.70,431.92,427.22,406.52,405.32,373.97,388.71,366.82,400.00,363.79,361.23,373.76,363.30,360.55,370.63,346.33,340.88,344.59,316.58,300.73,300.49,288.62,279.16,276.82,267.64,264.47,252.77,247.89,245.24,249.85,247.18,245.48,247.07,258.99,NaN,NaN
9/10/13,S5,60,NaN,NaN,180.08,175.02,156.35,148.95,172.63,187.92,229.93,273.67,294.06,322.97,321.01,376.13,359.11,384.02,419.01,409.16,414.91,441.29,474.48,486.21,495.57,530.02,535.27,524.52,520.25,567.49,542.97,551.11,532.81,512.26,471.24,466.78,442.67,425.38,409.78,439.65,407.36,376.37,373.98,371.10,371.80,350.24,379.94,355.68,366.31,365.93,352.61,348.41,343.68,328.01,331.50,340.84,332.78,325.17,307.16,286.04,276.72,253.60,269.06,256.87,259.22,NaN,NaN
9/10/13,S6,61,NaN,NaN,181.77,171.43,197.92,201.93,209.38,246.72,255.37,293.88,337.21,382.84,425.74,474.96,528.31,562.52,617.50,641.18,668.34,681.39,753.11,785.65,840.23,851.80,891.52,846.10,875.62,871.14,845.60,791.02,785.22,766.16,735.40,731.55,690.09,654.69,629.28,569.03,513.46,459.77,432.60,418.53,369.69,371.90,375.03,393.98,381.25,367.64,361.00,346.99,360.08,346.69,333.50,296.59,282.09,269.45,242.60,200.37,177.08,169.09,169.92,160.99,152.10,147.35,178.07
9/10/13,S6,62,NaN,NaN,190.04,168.48,188.68,187.03,199.71,241.09,267.85,304.33,350.32,398.97,438.01,494.69,543.93,565.28,615.18,642.07,675.19,666.79,770.98,786.04,842.21,862.44,849.94,819.54,856.81,855.42,834.44,797.75,828.23,764.66,767.26,715.30,651.10,632.00,669.74,638.97,634.57,618.02,591.88,551.28,540.08,544.52,527.38,510.39,468.27,508.37,461.02,452.16,427.55,449.46,434.53,413.85,378.00,363.94,357.74,361.13,331.10,348.84,347.93,318.86,309.09,295.37,286.29
9/10/13,S3,63,NaN,NaN,192.00,197.72,209.59,214.68,218.23,251.19,299.39,344.22,399.70,404.27,482.36,475.79,511.26,524.41,547.92,571.09,562.30,535.59,559.88,523.08,531.59,514.21,526.38,519.00,512.13,489.46,474.09,458.69,445.07,443.21,437.33,424.50,405.90,408.76,402.34,377.22,358.76,362.54,332.44,324.35,301.93,294.95,305.88,271.27,266.70,266.23,262.34,259.29,257.38,260.82,250.68,247.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/10/13,S6,64,NaN,NaN,196.33,177.41,198.56,186.69,188.34,181.76,182.07,207.35,214.01,214.96,227.71,230.09,252.65,247.52,266.42,279.03,294.07,294.31,341.33,364.69,391.76,392.00,411.47,400.03,437.48,432.44,416.66,404.92,403.26,396.23,386.09,358.73,356.10,351.26,316.59,283.10,297.57,271.96,259.89,247.24,246.82,238.45,231.94,232.84,216.39,212.39,216.99,216.44,234.07,224.84,211.68,207.66,216.29,223.71,217.42,195.68,177.79,182.31,177.19,157.92,151.69,155.27,161.34
9/10/13,S1,65,NaN,NaN,197.64,197.68,192.92,195.02,192.52,202.36,183.27,217.24,216.72,225.82,226.67,244.75,244.72,236.66,262.09,279.85,309.38,323.00,332.74,339.45,375.54,422.55,413.99,418.82,448.03,430.90,443.13,431.58,405.30,428.50,411.97,381.43,351.34,372.58,319.79,322.06,292.46,276.61,263.70,274.48,256.50,257.38,237.72,248.21,229.27,218.27,241.00,220.95,235.99,243.74,222.88,216.42,222.78,230.45,218.06,209.17,207.57,187.30,181.29,167.32,158.53,153.05,162.23
9/10/13,S3,66,NaN,NaN,198.56,197.30,209.89,208.17,195.45,201.66,196.88,198.78,216.15,208.69,237.79,255.88,248.17,274.40,294.55,321.07,320.51,337.05,372.65,360.52,414.67,433.38,487.18,478.35,474.55,452.73,473.58,509.83,484.53,479.30,434.76,398.53,396.35,360.28,333.52,340.40,323.00,311.79,296.91,299.82,301.65,289.77,291.42,276.61,281.42,277.35,269.94,255.86,256.61,230.90,213.09,194.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/10/13,S6,67,NaN,NaN,238.84,251.44,254.77,264.66,294.87,320.35,365.17,411.66,460.76,502.47,551.45,595.37,631.86,704.28,732.17,741.36,756.06,850.41,814.53,860.25,873.41,856.67,911.06,870.33,907.94,867.16,825.11,801.36,778.48,742.63,722.56,701.13,707.02,706.43,697.12,634.45,578.43,529.21,498.36,494.81,449.75,420.77,409.38,369.47,332.97,339.68,316.65,320.34,289.92,287.42,275.85,249.87,248.59,236.94,227.90,221.16,209.54,201.10,185.83,175.04,170.38,158.93,143.48
9/10/13,S1,68,NaN,NaN,238.92,255.91,260.30,276.78,282.64,303.52,342.19,397.73,449.89,479.69,544.52,565.33,615.44,650.05,724.84,751.04,845.20,839.83,822.92,889.38,884.52,815.61,908.37,901.07,929.59,885.29,862.58,831.91,858.95,781.47,761.62,789.94,758.30,780.29,702.49,638.02,607.62,573.47,544.66,515.22,469.94,444.27,428.35,378.13,360.21,349.46,340.67,312.71,303.74,300.18,287.26,268.02,266.95,249.04,238.26,230.21,227.04,222.40,208.45,197.91,182.49,168.33,167.00
9/10/13,S1,69,NaN,NaN,275.01,272.86,265.92,278.53,280.59,304.80,346.51,412.98,465.43,515.21,580.13,635.17,739.21,756.45,838.33,900.18,950.66,1000.82,1067.55,1075.30,1178.48,1228.32,1272.08,1292.43,1312.96,1300.37,1285.94,1283.24,1194.30,1171.00,1175.03,1126.77,1060.74,1056.79,976.17,931.88,922.41,845.62,878.92,843.13,769.26,750.70,717.38,666.30,636.28,602.14,567.23,546.48,595.08,570.09,575.94,549.75,514.95,542.83,480.49,449.87,405.50,400.60,386.84,362.09,344.02,327.84,295.22
9/10/13,S6,70,NaN,NaN,282.94,265.24,295.25,283.39,289.86,335.06,368.34,434.49,480.25,558.80,604.89,680.41,780.46,808.29,878.79,906.41,955.78,970.64,1078.22,1213.57,1233.71,1263.62,1300.25,1280.47,1336.07,1308.62,1340.99,1233.18,1198.07,1178.37,1150.57,1115.38,1075.69,1019.14,988.49,912.25,918.11,848.89,873.81,788.15,768.83,738.29,686.16,655.76,613.01,608.48,584.17,551.58,565.70,587.13,568.70,514.14,497.43,478.61,479.94,399.29,411.99,408.32,378.60,396.67,355.49,305.36,300.93
9/10/13,S4,71,NaN,NaN,NaN,80.58,71.73,84.15,94.26,118.63,147.66,181.14,211.99,228.62,259.45,265.42,316.80,351.22,383.15,462.86,487.01,507.21,536.37,566.49,630.92,647.57,652.94,645.02,667.04,636.69,645.94,667.62,631.24,621.52,623.07,598.19,618.44,614.91,611.15,579.03,582.42,557.79,554.45,567.05,548.45,522.37,501.61,493.07,484.56,473.79,436.33,417.73,381.43,408.41,385.64,369.21,344.69,320.71,323.70,305.55,309.09,305.66,318.39,318.35,310.27,297.24,277.45
9/10/13,S5,72,NaN,NaN,NaN,NaN,42.52,47.22,49.91,68.48,86.21,112.87,128.91,139.75,150.81,166.23,176.18,209.09,220.21,219.90,226.59,237.99,259.06,259.67,256.23,290.75,284.22,265.09,260.22,284.99,248.29,240.17,245.38,233.41,228.08,237.14,233.47,220.14,230.72,220.11,195.13,183.59,175.70,164.56,176.75,162.57,167.29,151.25,157.82,139.97,140.14,131.94,123.77,119.36,99.79,106.92,102.77,101.37,89.77,86.43,96.89,91.96,85.45,85.79,86.74,NaN,NaN
9/10/13,S5,73,NaN,NaN,NaN,NaN,105.45,100.31,117.15,136.14,166.36,190.29,212.20,244.69,258.03,288.58,292.96,328.44,344.17,367.26,365.31,398.07,456.53,476.32,508.66,559.50,579.17,555.67,555.93,554.66,545.98,564.83,542.63,539.81,571.22,511.62,502.36,461.42,459.45,444.00,410.35,381.71,377.73,368.00,365.85,369.82,371.95,369.34,401.67,384.99,381.86,360.78,381.69,372.02,358.03,366.51,340.86,329.24,313.19,301.40,282.33,274.14,273.51,270.55,274.74,NaN,NaN
9/10/13,S4,74,NaN,NaN,NaN,NaN,112.20,120.66,134.78,155.44,176.17,208.42,228.95,269.30,304.78,335.96,374.26,414.45,435.52,479.68,510.31,532.27,579.64,621.30,655.52,705.32,723.87,726.58,710.78,717.69,700.53,697.02,673.07,653.48,688.49,661.01,660.56,638.11,644.53,606.58,617.79,584.39,589.29,571.05,533.81,511.49,497.59,475.84,465.32,448.39,424.79,428.23,402.97,406.76,387.84,398.90,375.28,362.29,371.93,337.02,311.60,286.19,297.61,284.75,261.11,293.90,275.06
9/10/13,S6,75,NaN,NaN,NaN,NaN,152.31,154.95,161.73,210.67,212.83,231.87,256.10,281.72,304.92,333.00,352.44,355.03,372.82,375.92,408.12,406.72,463.62,480.99,486.73,504.77,525.62,504.77,535.26,541.72,504.14,496.55,501.51,479.79,473.75,465.69,457.77,438.65,442.07,396.94,409.15,399.27,393.95,376.26,375.78,376.06,363.80,348.52,336.64,333.38,327.28,311.18,298.03,296.18,266.55,250.39,262.08,259.03,241.81,223.81,207.80,203.28,194.20,183.71,178.41,155.70,173.26
9/10/13,S5,76,NaN,NaN,NaN,NaN,NaN,77.64,96.75,112.17,139.91,163.69,186.36,229.93,250.14,298.33,313.94,359.71,396.11,422.42,446.90,496.61,540.98,546.36,569.61,630.43,668.31,632.19,622.82,652.70,650.74,688.14,645.31,623.52,610.29,600.46,585.82,558.14,550.14,557.16,524.47,505.13,479.45,500.50,490.80,442.64,438.41,411.30,417.57,412.65,400.66,379.03,365.93,339.29,318.60,331.30,306.69,300.32,282.87,279.97,279.82,254.09,251.11,242.90,265.54,NaN,NaN
9/10/13,S2,77,NaN,NaN,NaN,NaN,NaN,85.73,84.78,102.21,129.86,136.03,160.62,194.05,209.31,219.52,245.04,269.05,296.33,337.07,341.66,403.82,415.35,427.17,451.98,484.07,480.72,513.87,485.45,469.94,463.63,485.17,471.57,450.61,454.26,425.22,403.69,388.59,371.71,355.86,371.43,339.84,332.60,309.40,328.08,318.64,301.38,321.62,278.30,288.95,281.04,261.16,274.35,256.54,245.30,242.65,228.80,222.08,217.90,204.53,202.96,201.91,197.55,198.25,192.35,189.04,166.69
9/10/13,S5,78,NaN,NaN,NaN,NaN,NaN,NaN,109.45,133.92,171.52,198.78,246.61,298.71,351.53,370.50,479.93,494.68,572.72,585.20,605.19,629.46,689.53,717.68,726.82,762.47,790.63,750.76,738.17,754.36,730.35,733.72,719.22,722.99,693.88,678.27,660.39,602.40,564.79,549.23,520.11,495.09,478.68,476.13,468.12,449.89,460.81,429.18,431.30,401.42,385.26,346.81,334.79,328.95,313.55,275.99,256.60,254.90,235.25,223.83,214.98,197.52,196.60,197.04,194.39,NaN,NaN
9/10/13,S4,79,NaN,NaN,NaN,NaN,NaN,NaN,119.59,141.03,167.05,198.17,236.16,280.14,319.68,348.64,406.57,469.90,501.03,579.63,605.77,636.12,668.87,690.37,727.11,725.23,722.52,718.03,703.12,696.52,669.02,726.39,690.09,666.13,664.56,624.34,639.36,641.57,632.72,611.64,604.61,588.80,580.11,572.92,554.63,583.24,529.18,505.90,493.12,486.33,473.07,456.31,397.06,416.68,394.65,359.05,372.70,330.02,333.48,318.07,306.92,290.28,265.90,252.40,234.68,219.10,206.28
9/10/13,S5,80,NaN,NaN,NaN,NaN,NaN,NaN,140.38,154.28,180.54,203.43,235.72,281.65,317.99,349.82,426.38,473.63,521.98,606.16,565.19,606.87,651.28,676.19,772.16,791.10,824.85,824.81,788.19,790.22,758.13,824.08,737.95,725.81,698.55,710.33,691.13,653.90,670.45,666.97,642.36,649.02,610.75,606.85,610.21,585.67,554.18,530.63,513.47,484.70,437.45,410.66,440.38,412.06,363.72,353.62,347.18,341.98,320.97,292.86,287.45,279.28,271.58,280.94,284.64,NaN,NaN
9/10/13,S1,81,NaN,NaN,NaN,NaN,NaN,NaN,147.96,164.02,214.03,240.93,263.48,259.00,289.45,296.42,322.24,319.71,352.42,364.01,387.34,401.22,428.48,416.84,434.78,453.91,476.16,490.63,507.53,497.94,483.65,482.76,444.67,465.88,419.47,421.03,425.62,402.02,388.44,377.30,388.35,366.08,363.84,364.99,326.00,327.57,313.21,338.11,334.08,313.59,315.35,288.61,294.99,280.16,271.30,249.45,241.60,240.27,220.70,212.61,192.69,182.25,178.98,170.21,158.59,156.30,148.26
9/10/13,S4,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.75,114.77,127.55,145.91,160.26,189.87,205.56,241.24,266.25,288.92,343.53,364.43,391.67,410.89,438.59,472.01,507.73,504.71,504.93,497.38,485.70,475.60,489.41,465.30,458.37,467.44,431.48,440.56,429.80,391.67,382.63,369.34,355.06,366.50,342.94,343.36,337.70,336.02,324.01,301.60,293.03,276.52,289.18,258.62,252.66,254.26,245.89,235.60,234.80,227.43,227.04,225.98,209.02,186.25,184.63,176.51,195.45,191.16
9/10/13,S4,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.04,108.81,129.15,154.73,174.24,203.49,224.83,264.80,295.94,309.58,345.05,352.33,376.22,407.51,462.80,497.59,529.31,520.50,526.46,507.57,501.74,478.18,508.96,468.29,457.82,456.96,428.83,410.20,396.01,378.60,352.63,353.38,333.10,333.04,329.14,323.43,332.92,333.68,317.81,289.68,294.46,288.53,286.45,275.62,272.36,261.29,272.44,249.99,213.35,202.82,192.77,185.99,179.89,176.39,189.27,186.33,176.56,176.72
9/10/13,S5,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.33,166.09,195.49,218.01,256.44,283.20,337.82,346.77,393.94,422.92,450.37,482.01,529.27,596.25,630.71,667.45,696.88,757.90,718.12,702.02,701.98,683.76,681.44,671.97,644.96,613.54,613.33,619.24,603.76,586.45,595.12,575.23,536.48,520.78,533.85,519.16,486.96,456.16,467.29,441.09,407.97,401.13,376.92,366.98,344.52,343.26,322.84,309.07,299.95,303.92,272.95,275.13,261.73,263.10,268.04,259.73,NaN,NaN
9/10/13,S5,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.44,178.28,197.66,208.07,233.99,250.25,278.31,317.22,325.32,339.94,360.38,408.17,429.59,434.73,479.43,503.50,487.44,499.89,518.67,513.99,546.27,526.11,494.38,480.31,491.52,493.34,488.25,475.68,496.59,463.19,442.53,434.24,450.28,432.07,432.79,434.69,441.82,444.16,434.42,418.97,398.47,388.34,361.90,349.17,320.15,309.31,317.66,293.34,270.79,265.09,252.99,262.52,247.57,252.28,NaN,NaN
9/10/13,S5,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228.15,260.15,306.68,315.40,345.70,356.42,418.98,423.07,421.76,438.65,460.81,509.30,538.62,534.82,630.08,643.56,614.03,619.09,610.13,596.42,638.18,582.10,570.98,560.32,566.87,573.26,546.52,564.70,565.56,531.40,483.76,459.12,435.86,473.93,389.42,403.17,362.52,371.84,344.88,326.18,318.78,313.22,305.96,301.71,313.79,340.62,331.65,291.82,286.91,303.00,284.91,295.97,291.55,296.61,NaN,NaN
9/10/13,S1,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.49,245.52,259.00,291.45,304.87,325.38,346.08,374.25,384.81,410.18,446.98,468.92,497.18,520.97,511.67,524.95,519.69,504.36,516.23,510.57,512.44,493.51,542.22,507.30,513.03,515.74,502.04,512.85,510.91,493.55,489.27,470.84,466.73,458.20,457.87,453.34,432.22,448.71,455.59,419.82,366.79,381.64,378.78,351.01,357.11,362.48,360.50,357.98,345.79,343.97,339.58,343.78
9/10/13,S4,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223.00,269.88,281.84,298.28,348.86,384.01,417.37,457.08,486.66,522.63,549.23,561.61,571.32,560.51,548.38,551.66,546.18,528.98,514.27,496.57,475.23,505.63,542.47,529.25,525.92,520.76,521.42,505.07,498.76,476.53,468.74,427.59,402.12,382.28,354.49,328.29,294.69,265.59,276.62,249.01,243.53,226.58,204.31,206.93,213.14,201.81,205.33,200.16,196.04,214.95,205.62,178.10
9/10/13,S5,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.76,133.67,144.36,163.15,176.79,196.03,217.63,240.10,253.36,282.03,302.32,288.56,289.40,296.33,284.07,298.23,288.12,280.08,272.28,278.85,281.89,267.90,261.34,270.75,259.96,243.22,237.69,245.53,245.69,233.22,233.26,237.10,233.16,229.58,205.50,196.75,184.02,178.75,166.16,158.47,176.27,168.90,161.53,156.33,163.96,158.97,163.93,157.13,159.83,NaN,NaN
9/10/13,S5,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218.58,227.86,243.56,261.13,285.79,315.38,366.15,390.28,409.74,456.06,506.08,477.91,467.77,473.90,456.48,471.40,460.14,453.30,449.33,443.23,454.42,397.72,310.37,300.61,295.62,269.49,270.68,267.40,289.01,249.51,246.84,249.81,244.34,228.80,220.52,216.47,224.94,210.06,199.51,194.37,199.96,175.25,165.58,161.09,158.67,156.26,155.77,159.24,166.93,NaN,NaN
9/10/13,S6,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,290.66,303.06,325.70,340.23,365.17,376.57,428.32,454.23,487.79,515.43,554.08,541.46,581.45,591.85,567.79,536.41,554.05,553.67,572.01,556.70,567.48,553.56,575.44,549.84,577.67,552.94,562.69,532.61,535.06,514.37,506.28,480.43,493.99,495.48,492.11,468.97,479.59,485.45,440.59,370.17,407.81,399.52,419.90,425.53,413.77,395.62,389.26,384.98,381.03,374.48,376.09
9/10/13,S5,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,330.82,382.72,427.53,456.09,471.85,514.67,563.34,597.16,643.71,741.54,750.79,716.82,733.89,755.57,727.73,687.97,624.17,653.78,600.79,626.83,605.20,598.62,582.12,572.97,542.64,514.66,517.96,508.84,487.78,474.82,455.60,433.69,430.84,404.03,387.91,357.29,341.70,333.20,343.99,348.00,337.64,324.63,289.76,287.76,289.88,285.90,281.21,273.19,270.33,NaN,NaN
9/10/13,S3,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218.63,242.96,260.72,281.23,308.64,344.39,336.56,389.44,403.69,414.58,424.06,429.74,421.48,452.57,427.90,434.07,430.96,401.93,386.95,386.15,392.51,389.80,377.37,371.10,379.05,365.12,377.99,365.93,362.85,359.80,345.10,349.52,356.22,346.47,326.50,325.36,299.37,283.52,274.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/10/13,S5,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,288.81,321.77,326.00,368.19,381.77,400.05,436.74,461.23,471.48,448.55,444.05,434.35,416.76,386.97,349.57,324.34,314.44,305.95,296.49,288.84,281.54,272.28,259.89,263.60,259.28,257.97,245.80,228.70,211.53,214.06,207.64,193.19,203.73,182.39,179.24,201.38,178.74,176.57,187.27,182.41,180.12,188.53,197.15,194.30,193.63,197.31,208.29,NaN,NaN
9/10/13,S1,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,236.42,258.41,283.02,318.97,323.16,350.49,379.65,405.71,418.23,421.98,426.66,436.67,430.41,430.98,440.97,438.38,442.92,415.86,407.08,408.66,411.10,402.69,357.55,362.02,378.07,354.34,350.70,356.91,347.40,360.19,348.27,350.75,346.95,367.65,356.68,346.87,319.77,307.17,316.98,298.35,285.17,253.57,244.36,227.07,218.18,204.83,216.66,214.01
9/10/13,S6,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,238.17,256.51,281.29,319.54,347.69,381.82,389.07,397.76,402.87,406.12,421.97,422.26,417.02,423.43,425.92,430.81,424.37,420.15,411.72,426.16,387.91,390.93,364.22,369.99,342.91,349.03,349.68,345.94,339.11,340.23,340.59,340.19,338.96,337.71,348.10,318.42,302.48,302.24,291.13,288.07,252.89,243.54,228.69,214.32,215.14,196.38,219.09,225.27
9/10/13,S5,97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,335.76,365.58,366.17,347.25,326.70,322.53,309.98,322.70,310.03,306.93,305.68,325.14,331.40,307.07,310.21,290.64,299.24,281.10,285.63,284.84,290.54,280.74,280.13,277.22,280.61,274.75,273.43,266.58,256.41,250.13,229.03,223.12,205.82,190.64,186.04,177.79,188.52,188.90,184.46,185.08,183.21,NaN,NaN
9/19/13,S4,98,NaN,NaN,23.79,23.94,24.74,21.86,22.65,21.41,21.85,24.52,26.28,31.54,28.77,33.52,39.50,37.70,43.28,42.81,45.95,51.15,50.17,46.75,43.39,30.25,28.60,30.98,36.35,50.49,57.68,50.56,57.28,58.18,58.65,66.27,62.64,59.06,60.85,41.10,59.06,54.42,51.94,52.35,59.08,52.05,48.54,51.62,53.11,52.33,50.73,46.85,45.25,41.74,43.26,41.25,40.20,40.38,38.13,37.18,33.70,34.64,34.56,32.40,25.86,20.88,21.02
9/19/13,S5,99,NaN,NaN,34.17,34.26,33.30,34.82,37.30,46.65,50.63,52.01,56.16,61.27,62.78,74.50,70.41,68.96,31.86,30.53,35.67,53.90,77.76,72.09,79.66,78.00,76.36,79.82,75.38,35.09,54.32,87.36,72.22,68.11,70.49,65.48,59.16,58.40,62.50,65.92,31.36,29.27,51.80,56.95,60.22,34.11,24.40,21.54,24.85,21.18,20.98,18.88,25.70,20.71,22.29,23.75,22.83,22.73,25.03,23.20,22.47,22.16,20.45,21.14,23.33,23.01,21.38
9/19/13,S4,100,NaN,NaN,39.59,37.35,37.76,36.26,37.05,40.68,39.32,43.71,46.97,48.92,52.40,55.96,61.30,62.86,60.23,66.79,66.39,67.72,72.84,72.25,63.15,74.27,76.84,76.92,58.24,65.48,70.28,65.18,69.13,59.69,65.34,64.16,64.73,59.29,64.40,55.12,54.28,51.19,51.80,27.27,27.93,25.73,25.74,28.05,34.99,46.33,57.37,48.04,49.66,47.92,51.84,50.83,52.43,55.04,53.52,54.50,52.82,54.85,58.17,34.85,37.92,33.65,35.74
