Date,Stage,cell_id,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300
9/19/13,S1,101,NaN,NaN,45.17,44.33,43.89,49.73,56.37,70.81,83.11,94.18,107.02,117.17,130.95,132.37,130.42,134.21,136.01,138.10,142.65,143.12,148.29,147.51,150.29,145.61,139.26,121.77,111.65,123.13,106.80,107.18,100.26,93.75,92.75,83.90,87.50,86.70,80.72,77.61,77.24,69.89,66.75,71.80,65.72,64.53,62.32,63.02,61.47,58.15,58.83,55.66,53.61,48.95,50.91,48.64,46.27,51.93,49.23,48.31,50.04,50.23,49.02,41.72,46.11,46.38,49.64
9/19/13,S3,102,NaN,NaN,47.70,47.70,47.70,49.28,55.72,66.83,77.23,88.42,107.70,119.28,132.51,147.40,166.84,179.82,194.37,204.51,202.27,216.00,204.96,201.60,209.38,191.29,202.89,176.95,175.74,191.83,187.69,184.56,167.64,152.51,160.20,136.52,151.79,143.99,127.44,130.77,128.24,122.01,134.67,135.84,142.30,122.40,117.81,119.51,115.08,102.39,92.48,91.10,107.13,91.25,91.28,89.20,83.36,85.48,80.03,85.31,83.34,78.90,78.11,78.95,67.91,77.86,80.81
9/19/13,S1,103,NaN,NaN,57.53,57.53,57.53,65.22,74.25,90.45,117.81,131.05,147.30,165.87,181.17,180.89,188.14,191.22,186.99,183.03,186.04,195.37,186.05,194.54,195.35,185.40,191.51,176.85,172.97,184.21,185.58,189.66,186.05,186.14,181.86,173.21,180.44,180.36,168.97,160.29,163.19,154.10,150.99,160.91,145.95,142.14,139.39,141.00,136.71,131.47,135.74,135.60,133.62,130.14,143.95,130.69,128.68,141.76,134.89,142.12,127.29,132.10,126.46,121.80,114.86,109.86,106.53
9/19/13,S2,104,NaN,NaN,60.59,63.64,76.52,88.40,94.18,121.29,134.85,141.67,154.59,175.30,156.02,137.20,138.36,129.32,125.98,132.75,128.58,143.23,143.77,145.51,146.71,156.49,177.22,176.09,183.56,181.64,181.38,166.90,173.98,155.86,164.97,155.14,140.15,135.97,125.90,121.25,118.07,104.47,106.29,92.04,91.86,84.73,91.11,93.66,90.88,94.39,87.36,82.13,89.01,58.07,85.45,79.18,73.36,82.54,83.94,79.94,85.39,85.46,81.99,83.18,77.26,82.37,79.11
9/19/13,S5,105,NaN,NaN,65.14,65.14,65.14,70.28,81.25,96.38,119.25,132.36,151.61,165.68,189.02,214.01,234.26,257.41,286.79,318.01,322.42,330.55,362.82,372.09,400.11,392.63,386.10,396.25,373.32,360.41,395.58,399.10,359.71,374.86,364.23,325.93,313.88,311.44,281.71,302.75,308.00,306.11,286.80,258.75,260.40,252.59,235.26,240.70,233.01,209.58,201.80,209.89,222.16,197.01,203.53,200.86,183.42,178.01,186.69,188.73,162.01,162.94,157.71,144.87,154.46,153.91,142.92
9/19/13,S3,106,NaN,NaN,68.11,68.11,68.11,68.88,77.84,94.53,106.33,119.93,135.73,142.56,157.40,170.24,178.67,189.80,212.36,213.33,218.56,219.92,215.78,220.09,233.34,223.08,240.65,228.60,216.00,233.15,222.97,199.87,188.46,168.81,174.07,150.43,149.67,139.07,144.63,139.33,124.39,119.92,134.44,141.67,136.86,127.08,124.58,126.89,131.09,128.45,127.57,127.84,133.86,118.88,118.69,124.69,115.70,118.05,108.78,104.74,102.33,110.79,105.02,116.11,107.76,121.76,115.55
9/19/13,S4,107,NaN,NaN,68.33,68.33,68.33,71.88,80.86,99.11,115.17,142.02,161.56,187.39,192.23,221.64,241.63,253.89,286.37,323.17,332.75,356.57,375.58,360.89,300.13,360.37,358.05,372.85,297.28,325.50,348.76,328.89,335.16,319.21,319.05,313.90,306.09,292.36,287.58,264.68,255.51,243.97,234.90,234.64,226.80,212.97,195.75,208.66,224.90,178.46,183.55,164.29,165.86,149.90,151.06,145.58,142.15,143.31,141.73,140.61,133.72,136.66,140.51,132.67,144.02,142.62,143.42
9/19/13,S5,108,NaN,NaN,71.65,71.65,71.65,75.70,78.76,93.08,113.59,131.50,158.57,184.93,221.63,251.23,266.52,285.68,300.41,316.69,309.05,288.37,293.12,275.23,273.28,248.61,224.35,213.20,190.43,178.00,194.46,188.58,168.88,166.07,163.42,164.55,134.75,130.59,126.60,134.72,132.86,132.82,133.42,116.09,119.01,107.30,98.14,93.44,89.29,81.12,77.03,73.38,76.86,65.05,66.87,73.17,69.30,70.86,68.57,64.95,63.42,57.62,55.43,57.80,59.43,57.28,53.07
9/19/13,S3,109,NaN,NaN,72.35,72.18,72.43,67.11,77.07,94.01,114.88,129.93,147.91,166.53,182.60,190.15,194.56,206.00,204.37,201.64,199.25,200.27,188.21,195.16,199.29,206.60,217.98,195.78,183.68,209.96,206.06,202.09,193.70,181.20,191.30,178.65,190.48,189.73,170.81,168.64,154.85,137.22,133.62,141.23,146.54,135.56,129.00,139.12,141.96,142.82,137.75,138.30,150.46,141.22,151.35,152.25,144.92,145.73,135.76,133.63,136.09,106.92,111.99,70.31,109.41,103.70,102.38
9/19/13,S4,110,NaN,NaN,73.75,80.13,80.13,91.29,92.91,106.70,121.54,149.53,184.77,207.47,218.50,252.21,283.81,303.56,313.63,329.66,332.43,351.38,351.76,317.48,278.65,273.81,294.86,286.59,238.85,252.47,272.11,255.91,261.89,263.38,245.90,234.59,228.08,221.64,222.77,215.10,208.89,204.01,202.68,205.44,213.63,187.47,184.15,183.86,196.74,165.44,172.75,160.34,150.77,142.47,145.53,140.78,145.18,140.79,122.41,132.85,119.30,121.58,123.27,113.66,117.85,118.79,121.08
9/19/13,S1,111,NaN,NaN,77.79,77.79,77.79,82.03,92.22,102.15,111.02,116.20,116.73,117.86,127.73,127.64,136.71,159.49,165.57,174.05,177.13,188.85,197.11,200.85,207.43,216.82,226.05,224.68,221.12,232.09,219.89,215.56,205.93,203.17,206.39,195.41,191.88,188.21,175.99,168.79,163.03,150.33,144.12,144.37,136.56,134.35,136.05,132.98,132.99,133.69,139.03,73.26,118.36,146.42,135.79,130.90,135.26,138.82,137.72,135.22,129.78,128.37,128.50,122.43,111.11,104.01,100.06
9/19/13,S1,112,NaN,NaN,79.33,82.75,79.28,80.15,88.03,108.44,129.41,143.13,152.18,159.63,166.84,185.13,206.08,216.59,231.21,249.20,272.75,306.83,324.37,338.68,349.47,375.51,381.37,369.85,393.43,404.97,396.35,376.96,353.73,347.33,339.09,317.05,304.60,299.12,267.75,265.53,251.21,214.16,213.86,221.72,224.52,218.06,214.79,220.31,216.18,211.38,203.24,200.47,185.69,179.23,181.46,164.95,158.77,158.39,150.25,146.76,134.24,142.69,147.03,81.53,147.63,142.28,128.40
9/19/13,S3,113,NaN,NaN,79.51,79.51,79.51,81.42,84.33,98.55,107.20,110.82,113.53,113.82,121.53,123.29,131.44,135.90,132.84,152.28,157.48,177.27,189.29,201.06,211.42,211.73,247.97,217.94,230.92,244.88,247.51,225.98,215.61,208.13,229.12,195.98,214.20,202.12,185.93,192.60,187.16,174.12,185.54,177.27,174.89,153.63,135.23,133.17,128.21,114.98,102.58,103.38,107.44,96.50,99.81,100.71,92.47,100.08,95.31,95.75,90.01,78.65,78.75,76.56,68.18,68.26,66.21
9/19/13,S2,114,NaN,NaN,79.52,73.71,84.59,95.10,104.33,125.64,141.35,161.18,173.04,205.03,221.77,254.10,293.03,289.27,310.84,325.70,321.32,317.36,321.34,312.25,301.47,295.75,300.08,260.43,278.28,267.41,244.99,209.07,219.18,197.32,206.24,192.15,201.84,186.47,182.43,185.21,188.40,164.98,161.64,151.90,145.21,130.95,132.40,122.70,106.76,113.79,114.45,105.30,120.17,112.03,124.81,125.57,122.47,119.43,90.11,105.55,100.26,106.67,102.96,99.61,98.06,101.24,96.54
9/19/13,S5,115,NaN,NaN,81.09,81.09,81.09,86.61,93.27,103.80,124.20,145.38,171.35,192.39,221.40,248.40,253.81,266.73,268.92,277.75,264.22,252.40,284.58,258.88,274.95,254.12,250.02,237.45,221.29,208.77,205.64,213.33,199.95,184.81,188.20,174.00,159.69,152.00,137.93,136.69,132.50,132.99,129.37,119.09,114.31,109.82,102.45,100.75,102.59,101.36,107.50,114.14,121.77,113.17,116.20,127.10,107.92,107.20,103.62,107.66,101.78,89.41,85.79,85.86,89.02,92.36,85.96
9/19/13,S4,116,NaN,NaN,82.26,82.26,82.26,76.63,82.71,96.83,110.96,132.77,155.30,177.27,198.99,226.49,243.58,262.85,291.36,303.63,317.96,346.00,361.97,359.56,331.66,399.66,413.85,413.97,336.08,364.68,418.04,396.93,421.36,384.07,400.69,398.33,402.43,390.12,398.41,363.01,375.54,348.40,349.72,346.39,347.28,321.70,315.73,308.50,338.24,306.85,332.83,301.06,298.64,276.87,294.59,267.10,252.71,237.77,214.45,221.30,204.71,200.68,210.46,179.10,186.09,184.63,178.18
9/19/13,S1,117,NaN,NaN,84.26,83.98,84.83,88.72,95.11,114.31,135.93,151.04,171.16,195.61,222.61,243.84,263.72,286.67,290.54,299.14,324.07,318.81,315.63,313.17,301.40,303.07,307.80,279.88,288.44,287.02,274.60,262.85,253.93,245.49,247.95,231.62,229.72,241.34,232.89,226.59,224.75,198.47,193.57,190.06,190.74,176.20,176.35,181.74,170.34,166.70,165.66,156.51,156.89,137.58,146.16,143.40,143.53,150.40,144.83,142.31,135.65,139.84,132.56,125.63,113.53,119.45,117.47
9/19/13,S4,118,NaN,NaN,87.55,88.98,90.88,91.90,101.51,105.94,116.70,134.28,146.01,156.01,159.30,176.45,192.21,202.51,214.15,217.55,242.73,251.09,277.47,271.82,242.86,306.53,300.63,325.65,255.76,278.73,299.10,280.41,292.50,270.85,281.88,265.58,262.59,255.20,254.07,236.65,232.40,225.94,211.78,210.28,215.28,189.70,176.31,162.17,194.31,169.77,171.06,149.60,149.73,141.60,142.44,141.51,147.84,140.03,134.94,130.98,128.46,118.59,120.17,105.89,114.46,108.41,108.72
9/19/13,S2,119,NaN,NaN,89.14,89.08,104.00,105.26,118.35,138.68,135.48,143.68,138.42,165.98,184.88,200.94,201.40,219.34,237.01,253.45,262.41,273.23,280.27,258.87,246.37,256.01,256.53,235.07,228.06,231.23,208.57,187.63,189.70,173.23,180.18,179.44,180.46,178.18,170.45,175.33,170.96,158.12,156.91,148.62,148.96,135.51,133.10,128.51,116.27,118.63,119.79,107.87,121.36,114.02,114.59,116.21,115.36,122.34,113.59,99.73,95.70,101.73,98.41,96.91,91.35,96.39,93.31
9/19/13,S1,120,NaN,NaN,91.71,91.71,91.71,98.83,103.51,115.46,124.48,124.58,137.59,144.04,156.76,158.33,162.71,162.87,173.35,184.79,203.35,211.79,223.54,232.07,233.36,232.56,246.70,264.77,258.16,262.10,244.44,218.13,203.86,202.47,195.50,173.58,175.51,173.23,167.36,166.25,172.29,159.69,163.44,169.51,160.62,146.70,146.33,140.44,128.80,135.51,136.43,125.53,130.56,113.51,119.60,123.66,126.88,121.09,125.48,127.47,125.45,125.26,123.86,113.54,108.67,101.01,95.52
9/19/13,S5,121,NaN,NaN,94.38,94.38,94.38,93.23,102.57,110.61,127.08,143.92,160.90,179.99,208.23,236.62,248.69,261.44,270.94,286.90,279.51,261.81,284.28,256.07,270.40,258.90,253.50,247.78,227.58,212.31,216.49,230.50,218.95,242.57,226.23,223.91,209.57,202.63,191.09,188.03,176.17,178.72,160.71,157.28,151.85,147.71,137.74,144.41,151.69,148.39,147.65,156.15,166.27,156.10,154.63,165.75,147.86,146.11,145.30,140.23,136.91,128.76,127.82,126.22,133.15,128.44,118.07
9/19/13,S4,122,NaN,NaN,95.27,95.27,95.27,104.06,115.12,124.26,130.40,138.52,146.10,149.35,144.61,156.94,157.43,164.84,161.45,168.57,168.18,184.33,186.97,203.60,199.30,228.23,235.27,248.48,209.53,220.71,241.78,229.13,235.15,217.76,214.87,200.75,199.01,194.74,178.38,154.80,175.22,167.74,163.07,165.92,170.86,165.89,166.89,171.08,191.79,187.58,202.49,191.03,193.17,174.15,165.36,166.49,166.05,159.05,154.04,156.90,151.82,150.37,157.32,149.87,154.36,142.99,136.64
9/19/13,S3,123,NaN,NaN,106.03,106.03,106.03,103.07,105.37,120.72,131.27,131.45,143.71,156.71,164.46,173.35,191.87,204.61,211.20,209.40,206.93,221.53,207.46,193.91,191.35,185.23,195.68,179.88,178.12,184.03,186.32,177.27,170.01,161.10,173.48,159.01,168.97,163.88,152.09,159.23,140.65,139.53,141.08,144.87,133.45,131.09,124.53,123.18,128.21,119.37,114.12,120.94,134.40,129.22,143.78,148.75,141.12,135.99,134.01,136.92,129.80,118.87,116.74,108.58,113.43,128.59,118.47
9/19/13,S4,124,NaN,NaN,114.95,114.95,114.95,111.15,121.09,130.01,142.02,163.22,180.57,197.06,197.44,211.28,210.50,215.16,209.44,207.96,198.14,220.01,208.51,207.02,208.70,240.65,244.51,243.54,192.31,197.53,224.31,206.63,216.74,205.29,219.37,223.30,214.36,210.35,207.31,202.00,206.47,194.00,190.11,181.77,175.16,170.27,160.38,154.09,160.52,158.04,160.70,153.72,155.83,152.34,153.41,150.34,156.45,150.58,148.21,149.51,139.33,135.94,133.38,122.80,113.14,103.56,103.63
9/19/13,S4,125,NaN,NaN,116.24,116.24,116.24,116.50,127.64,134.87,154.57,176.99,196.94,217.82,223.97,262.95,282.49,290.91,303.18,317.49,315.29,337.64,349.40,334.12,296.45,344.36,313.30,314.93,247.32,260.68,265.61,242.92,238.76,213.31,214.79,207.42,203.49,204.69,210.91,199.28,208.80,207.27,206.88,217.82,216.16,198.40,159.78,158.01,164.70,152.31,166.39,145.83,139.94,131.83,135.96,135.85,144.17,144.71,142.11,145.31,136.10,149.85,142.95,131.58,131.04,121.42,125.39
9/19/13,S4,126,NaN,NaN,120.09,120.09,120.09,115.38,115.70,127.71,120.04,130.15,131.85,144.84,138.61,161.18,166.90,177.19,183.44,187.03,189.56,197.36,201.35,195.66,185.80,219.55,219.99,225.87,185.52,203.32,217.32,205.35,210.92,190.16,195.49,189.62,182.81,183.30,163.85,152.71,147.19,136.86,131.90,132.81,134.99,129.17,129.14,125.14,140.99,132.40,142.08,125.45,128.54,110.63,108.10,111.65,102.27,103.97,105.16,102.78,101.84,107.16,112.94,107.88,111.48,115.49,116.64
9/19/13,S1,127,NaN,NaN,136.50,136.50,136.50,141.86,149.39,160.44,168.68,167.20,155.43,176.27,173.91,171.10,172.01,182.88,204.63,235.78,276.66,299.51,321.76,335.29,340.62,348.03,333.04,302.84,319.88,310.69,306.80,296.18,269.66,247.30,264.28,237.37,228.16,247.83,233.11,236.68,237.77,219.13,221.65,231.56,226.33,216.16,212.50,218.70,214.35,208.13,207.05,191.44,190.22,179.73,196.23,194.34,201.25,221.66,210.06,204.25,193.62,191.65,190.33,175.85,161.86,161.67,152.25
9/19/13,S5,128,NaN,NaN,140.83,140.83,140.83,151.41,150.15,170.95,193.58,211.50,221.50,231.64,242.47,253.04,241.36,251.19,238.05,241.78,242.09,240.87,253.04,244.30,244.41,256.17,254.30,262.01,247.20,248.27,259.74,256.28,246.51,239.48,228.56,204.76,183.50,169.74,177.80,172.12,167.28,163.04,147.79,140.22,146.06,148.67,144.37,147.68,149.07,135.63,129.19,130.21,135.03,120.34,121.97,115.69,112.79,111.87,106.64,94.85,94.67,59.54,88.48,91.22,93.39,94.56,89.69
9/19/13,S5,129,NaN,NaN,150.83,150.83,150.83,159.36,173.02,191.63,202.54,219.65,244.82,261.19,282.06,306.52,316.04,344.94,356.09,380.81,372.23,359.30,404.17,394.30,429.54,436.25,407.65,423.45,408.82,406.34,443.85,445.79,393.53,406.33,406.07,376.13,351.27,362.82,257.56,358.41,356.49,350.36,331.76,308.54,306.29,286.14,252.45,247.96,246.51,215.63,204.57,207.89,222.80,187.80,189.76,195.31,187.03,190.28,190.29,187.72,183.50,180.72,170.40,169.32,175.32,167.58,145.41
9/19/13,S1,130,NaN,NaN,NaN,NaN,NaN,64.48,72.23,96.94,114.78,138.04,156.30,185.25,208.88,224.96,251.38,270.98,285.24,299.08,329.64,335.61,356.29,368.69,396.95,382.40,452.34,372.15,379.12,398.89,380.01,394.46,373.30,369.94,367.28,347.12,356.96,371.08,339.00,327.96,334.78,287.32,284.04,305.49,307.58,287.12,276.08,271.92,247.63,224.46,243.75,219.82,214.94,187.48,211.01,179.70,192.49,196.37,176.85,177.75,168.56,173.57,170.13,166.77,156.73,141.51,137.25
9/19/13,S2,131,NaN,NaN,NaN,NaN,NaN,77.70,89.62,116.77,142.59,167.57,171.37,205.37,214.33,228.42,238.08,259.35,277.17,295.43,299.91,302.15,302.90,308.15,296.98,278.97,291.36,262.68,258.40,245.15,226.74,200.32,213.07,181.16,185.42,190.45,186.41,181.12,185.07,191.05,193.59,183.91,199.35,174.22,183.05,174.03,179.25,177.67,160.95,158.49,152.21,129.48,145.65,126.53,135.05,132.29,138.80,129.87,123.80,133.22,135.36,128.40,125.78,133.72,139.95,150.64,155.50
9/19/13,S2,132,NaN,NaN,NaN,NaN,NaN,NaN,78.48,101.07,117.88,115.98,136.03,176.99,188.28,210.14,223.70,241.97,263.77,287.28,304.82,320.80,328.17,342.93,335.93,348.90,379.34,357.43,405.96,397.86,387.36,372.03,384.19,335.46,362.17,341.17,326.87,313.49,308.00,315.94,305.46,268.24,291.56,252.94,257.33,249.72,243.58,222.99,206.27,211.42,211.10,180.95,209.49,186.98,205.26,207.41,208.34,206.52,204.51,179.74,186.35,173.84,164.11,164.21,168.76,168.68,157.75
9/19/13,S4,133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117.50,116.27,129.53,134.03,145.88,152.38,175.42,189.11,203.47,207.88,216.59,225.08,245.36,257.12,264.39,234.21,283.64,283.90,289.09,229.64,256.65,277.84,269.26,279.59,254.53,270.07,269.86,250.41,245.99,236.84,219.05,223.97,215.34,218.10,212.68,216.62,198.52,200.40,185.73,209.13,183.34,201.60,182.65,178.92,170.87,172.10,166.86,159.01,151.76,139.99,144.78,129.17,131.25,131.34,130.68,130.58,120.53,116.02
9/19/13,S1,134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.54,118.87,140.98,156.41,183.72,195.34,211.90,228.83,243.21,261.01,282.32,300.41,311.96,332.68,340.17,363.73,381.38,362.01,361.99,377.66,364.52,365.74,357.25,344.88,345.12,332.77,334.86,356.60,328.27,322.96,335.28,294.28,298.69,333.28,323.21,312.10,309.71,321.13,309.03,311.25,312.62,271.39,261.43,230.17,260.31,212.61,225.30,234.63,212.07,210.60,201.72,197.18,212.39,197.65,203.30,194.44,193.28
9/19/13,S1,135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.69,121.45,134.87,155.62,177.81,208.25,226.77,257.22,275.85,309.32,331.48,349.62,357.21,360.23,347.39,351.76,365.48,354.71,380.87,370.68,350.99,349.36,283.58,277.90,278.97,284.20,267.72,265.80,237.11,229.53,252.62,246.48,248.65,257.43,258.85,251.48,258.58,263.35,267.70,277.53,259.59,281.65,280.84,284.50,291.57,296.34,303.84,280.36,290.81,296.74,285.12,270.12,255.05,241.25
9/19/13,S4,136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141.89,151.75,160.86,174.69,184.77,195.41,209.70,219.90,213.97,200.04,232.18,245.31,251.93,208.16,221.93,233.02,225.42,217.00,206.12,212.94,196.17,179.50,172.98,165.63,142.87,154.81,134.34,131.93,139.22,137.82,133.98,137.17,132.81,142.29,136.07,142.61,132.82,137.58,127.57,132.14,137.81,123.83,122.60,115.44,114.45,110.82,106.40,119.31,109.46,103.29,103.44,110.32
9/19/13,S4,137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160.42,178.13,191.62,199.85,194.38,228.96,244.60,259.88,202.93,224.21,248.81,236.91,241.58,241.39,253.88,253.08,237.47,245.74,243.74,238.37,241.01,230.06,234.46,240.88,238.34,225.45,224.45,219.65,242.17,223.15,235.08,211.11,212.80,191.46,180.12,177.28,162.72,162.77,148.04,167.33,158.24,158.56,166.82,153.99,159.40,150.52,146.49
9/19/13,S5,138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179.85,198.35,203.98,241.09,255.47,257.55,264.29,252.34,243.84,253.22,257.28,233.20,244.04,224.86,224.63,196.73,196.68,186.33,193.41,178.75,181.51,180.39,154.61,158.03,144.84,129.40,129.98,143.32,124.01,121.80,123.53,135.05,121.41,123.32,129.48,132.40,139.66,143.05,144.53,141.85,127.07,121.74,126.08,134.12,130.39,117.61
9/19/13,S3,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.06,189.15,186.97,213.64,194.75,192.86,212.07,214.21,199.39,186.95,181.31,200.00,175.12,202.80,193.00,173.17,178.94,172.94,164.53,178.34,180.07,179.06,168.62,154.18,152.08,150.09,139.03,126.45,125.87,141.29,129.39,138.03,142.69,126.76,132.04,130.23,135.33,122.36,109.94,109.32,105.07,88.19,92.01,87.51
10/4/13,S5,140,50.05,47.01,47.42,50.09,54.06,62.00,72.77,87.89,97.41,112.37,127.27,138.01,162.22,155.92,164.31,182.14,178.04,181.53,187.18,189.70,187.06,200.70,215.52,223.80,232.57,235.12,228.87,231.48,226.23,233.92,217.49,225.94,231.40,219.24,232.93,217.00,212.81,206.60,204.73,192.46,183.67,177.91,171.63,167.55,161.89,160.50,162.17,164.05,152.34,149.48,152.29,138.37,142.06,136.34,134.25,140.59,133.78,128.12,125.65,124.34,125.23,127.15,116.97,118.83,120.23
10/4/13,S3,141,51.36,66.34,90.64,103.40,109.04,116.51,134.97,159.19,180.52,197.20,216.39,246.76,271.61,281.43,288.35,294.51,283.65,279.64,278.62,263.30,237.96,220.09,211.42,192.66,192.14,188.46,167.29,169.26,154.37,152.18,143.59,142.42,133.33,134.66,133.73,125.73,121.66,112.68,110.23,107.92,105.07,102.09,98.10,93.54,95.54,91.24,84.60,84.97,78.26,75.28,77.73,72.29,71.58,69.94,65.78,66.71,57.28,55.06,59.62,57.90,56.49,55.09,53.51,48.31,49.81
10/4/13,S1,142,53.55,56.67,67.38,83.50,108.44,118.57,138.45,147.48,178.06,203.29,225.42,233.92,251.92,257.08,256.97,267.35,289.70,321.27,345.39,356.56,405.68,425.68,459.98,459.90,469.07,480.75,449.11,429.42,439.78,413.52,402.78,366.86,358.08,344.74,351.04,332.05,314.92,313.61,296.11,295.11,293.22,282.71,271.14,256.62,257.51,260.15,262.79,269.38,270.04,272.28,279.39,274.42,274.00,263.00,272.17,273.51,266.81,248.55,238.24,239.37,216.35,210.11,202.54,208.35,202.74
10/4/13,S3,143,53.55,56.67,67.38,83.50,108.44,118.57,138.45,147.48,178.06,203.29,225.42,233.92,251.92,257.08,256.97,267.35,289.70,321.27,345.39,356.56,405.68,425.68,459.98,459.90,469.07,480.75,449.11,429.42,439.78,413.52,402.78,366.86,358.08,344.74,351.04,332.05,314.92,313.61,296.11,295.11,293.22,282.71,271.14,256.62,257.51,260.15,262.79,269.38,270.04,272.28,279.39,274.42,274.00,263.00,272.17,273.51,266.81,248.55,238.24,239.37,216.35,210.11,202.54,208.35,202.74
10/4/13,S3,144,55.30,56.19,64.60,76.17,85.64,100.90,123.92,159.54,205.69,241.22,264.88,289.47,322.78,347.47,393.59,445.79,467.62,502.80,527.22,536.54,548.06,562.77,593.23,615.40,631.29,656.73,615.27,607.28,593.45,608.00,581.10,570.23,546.23,536.69,531.72,506.18,485.36,468.01,454.14,456.18,450.20,425.50,411.48,403.81,389.98,384.13,366.59,349.21,339.83,317.51,342.03,306.39,320.23,306.44,300.40,299.42,275.92,277.47,283.67,274.66,284.32,274.05,270.62,267.76,260.38
10/4/13,S4,145,55.80,63.80,72.60,83.22,99.08,110.02,118.04,149.72,191.52,194.40,211.64,225.47,257.15,255.32,268.11,268.86,280.13,260.99,297.66,286.03,269.50,268.92,271.24,288.03,277.32,269.46,276.16,266.70,251.92,239.67,233.06,236.99,218.17,216.34,193.00,192.66,183.93,179.32,177.95,168.12,160.28,177.10,150.56,155.75,145.68,139.73,142.57,139.43,136.90,133.49,123.11,118.42,111.87,111.87,108.73,107.57,99.40,93.69,99.11,92.06,91.09,85.12,88.69,86.15,79.19
10/4/13,S3,146,59.08,66.81,72.85,78.00,84.24,87.66,99.70,121.72,157.67,184.45,211.71,243.54,283.41,316.44,348.80,411.37,427.71,473.21,510.18,520.79,549.68,556.33,596.17,582.27,605.61,612.59,579.16,574.72,546.76,570.06,509.57,493.49,460.16,455.26,445.77,450.82,436.66,415.56,400.14,398.37,383.72,375.74,364.33,346.57,320.44,311.74,296.83,294.79,290.06,285.63,292.81,283.14,269.61,272.20,268.57,278.42,254.66,255.84,268.07,262.74,271.27,261.79,256.11,252.02,269.66
10/4/13,S5,147,60.82,58.63,60.74,57.81,66.21,66.67,72.43,88.34,95.80,112.37,132.35,143.64,169.06,166.72,175.70,188.48,210.32,199.09,197.11,197.86,193.17,215.68,218.62,236.48,253.58,275.87,264.47,265.44,256.93,268.50,253.14,244.31,243.35,227.87,216.85,201.13,201.37,193.16,211.13,190.01,210.11,205.54,201.98,201.91,183.97,185.88,181.45,187.17,181.80,182.07,183.24,181.79,182.13,189.94,198.70,200.90,201.72,200.05,188.93,183.28,179.45,184.34,171.45,172.52,169.97
10/4/13,S5,148,61.66,61.76,61.02,52.82,76.70,86.87,95.83,122.91,134.25,144.32,162.11,158.58,199.27,194.03,209.48,208.14,227.03,233.90,242.80,257.06,279.28,309.47,326.60,335.49,355.29,364.29,360.89,363.19,353.21,351.07,334.39,343.21,363.67,292.32,288.41,287.13,277.40,268.21,259.36,254.38,247.30,246.28,237.52,227.42,219.39,245.53,219.04,203.45,215.03,211.79,194.89,203.64,201.35,188.05,194.15,191.14,191.66,192.36,188.54,182.64,182.88,170.64,166.92,163.72,162.25
10/4/13,S2,149,65.95,66.05,63.16,70.80,67.35,65.27,64.78,76.31,70.05,75.19,83.24,83.30,86.41,90.19,89.90,83.69,86.57,89.14,93.20,92.60,88.97,94.97,101.32,107.69,92.79,102.26,99.23,96.38,89.09,96.78,94.47,96.89,87.29,89.87,83.38,83.50,79.73,87.93,77.45,82.03,84.25,80.04,84.92,85.41,78.77,83.28,84.21,77.76,83.10,84.92,92.43,82.62,90.55,87.32,90.36,85.34,83.17,83.26,79.80,81.00,85.46,85.15,83.13,84.54,83.48
10/4/13,S1,150,66.79,68.15,67.45,67.79,67.09,63.46,75.68,82.69,106.68,123.44,150.94,175.51,206.09,231.70,240.96,268.57,268.58,274.22,292.89,293.43,343.64,339.12,367.43,388.34,418.20,441.96,452.88,450.70,465.78,442.60,477.68,446.34,438.87,409.40,382.52,368.01,348.27,384.92,369.80,367.21,360.53,351.44,324.30,307.66,302.59,303.26,310.94,324.46,308.54,323.73,315.84,311.66,304.73,285.60,284.50,280.75,294.94,278.04,270.79,268.82,248.56,244.57,235.99,229.14,217.48
10/4/13,S1,151,68.54,84.20,82.99,87.87,99.02,97.92,108.92,114.20,132.64,162.58,185.05,213.56,250.38,268.69,278.27,289.43,305.25,331.11,332.38,337.89,353.25,345.05,363.62,376.48,362.32,369.40,358.25,365.96,358.09,345.05,363.28,339.92,332.15,323.79,319.02,320.63,299.23,299.44,284.76,274.62,278.98,270.28,269.47,271.68,257.73,248.80,248.97,242.32,250.96,243.26,240.62,240.68,208.02,196.25,196.90,196.78,214.53,194.91,180.90,189.26,175.64,169.29,163.76,154.97,146.55
