,id,timepoint,Date,t=-10,t=-30,t=-20,Phase,t=
2487,147,120,4/19/12,,,,S,239.26
2488,148,120,4/19/12,,,,S,472.77
2489,149,120,4/19/12,91.92,76.91,89.27,S,349.52
2490,150,120,4/19/12,38.42,31.45,38.77,S,365.22
2491,151,120,4/19/12,,,,G2/M,413.3
2492,152,120,4/19/12,,,,G2/M,361.76
2493,153,120,4/19/12,,,,G2/M,466.99
2494,154,120,4/19/12,52.8,44.51,47.46,G2/M,305.5
2495,155,120,4/19/12,,,,G2/M,519.78
2496,156,120,4/19/12,42.27,41.41,35.75,G2/M,513.35
2497,157,120,4/19/12,60.21,53.48,53.99,G2/M,545.78
2498,158,120,4/19/12,43.78,28.7,34.67,G2/M,474.67
2499,159,120,4/19/12,,,,G2/M,411.35
2500,160,120,4/19/12,,,,G2/M,438.33
2501,161,120,4/19/12,99.81,89.65,94.91,G2/M,226.92
2502,162,120,4/19/12,,,,G2/M,432.18
2503,163,120,4/19/12,51.55,46.49,48.22,G2/M,498.69
2504,164,120,4/19/12,,,,G2/M,368.19
2505,165,120,4/19/12,41.47,41.21,40.76,G2/M,411.35
2506,166,120,4/19/12,,,,G2/M,266.87
2507,167,120,4/19/12,40.06,41.79,38.46,G2/M,307.61
2508,168,120,4/19/12,,,,G2/M,344.62
2509,169,120,4/19/12,,,,G2/M,405.47
2510,170,120,4/19/12,,,,G2/M,383.21
2511,171,120,4/19/12,40.32,27.73,30.68,G2/M,520.64
2512,172,120,4/19/12,45.08,43.02,41.44,G2/M,443.86
2513,173,120,4/19/12,54.46,29.39,39.76,G2/M,418.38
2514,174,120,4/19/12,,,,G2/M,346.24
2515,175,120,4/19/12,,,,G2/M,397.78
2516,176,120,4/19/12,,,,G2/M,455.49
2517,177,120,4/19/12,,,,G2/M,472.29
2518,178,120,4/19/12,51.13,52.64,48.68,G2/M,555.86
2519,179,120,4/19/12,49.57,49.55,48.03,G2/M,552.7
2520,180,120,4/19/12,61.49,42.47,53.29,G2/M,490.79
2521,181,120,4/19/12,42.64,38.76,39.34,G2/M,407.5
2522,182,120,4/19/12,43.76,42.08,40.26,G2/M,392.63
2523,183,120,4/19/12,,,,G2/M,462.88
2524,184,120,4/19/12,50.08,47.18,49.38,G2/M,392.5
2525,185,120,4/19/12,40.46,38.14,40.32,G2/M,253.67
2526,186,120,4/19/12,,,,G2/M,277.52
2527,187,120,4/19/12,41.94,40.29,40.5,G2/M,373.84
2528,188,120,4/19/12,,,,G2/M,405.18
2529,189,120,4/19/12,,,,G2/M,419.51
2530,190,120,4/19/12,64.56,61.19,64.14,G2/M,170.08
2531,191,120,4/19/12,63.39,60.61,63.54,G2/M,516.01
2532,192,120,4/19/12,39.04,39.6,42.72,G2/M,533.55
2533,193,120,4/19/12,,,,G2/M,454.6
2534,194,120,4/19/12,48.89,43.32,45.17,G2/M,490.04
2535,0,130,3/28/13,69.94,58.06,65.03,G1,437.8
2536,1,130,3/28/13,83.39,70.03,77.97,G1,367.9
2537,2,130,3/28/13,60.56,,,G1,499.17
2538,3,130,3/28/13,47.71,28.78,30.31,G1,362.1
2539,4,130,3/28/13,29.19,26.34,26.07,G1,407.18
2540,5,130,3/28/13,73.68,64.23,69.06,G1,311.74
2541,6,130,3/28/13,55.58,58.61,52.69,G1,491.69
2542,7,130,3/28/13,109.23,79.4,89.22,G1,555.25
2543,8,130,3/28/13,44.25,41.68,49.38,G1,344.73
2544,9,130,3/28/13,44.92,37.75,45.85,G1,371.21
2545,10,130,3/28/13,50.81,50.81,50.81,G1,511.05
2546,11,130,3/28/13,101.71,101.71,101.71,G1,671.84
2547,12,130,3/28/13,85.95,85.95,85.95,G1,697.99
2548,13,130,3/28/13,88.74,88.74,88.74,G1,650.58
2549,14,130,3/28/13,83.97,83.97,83.97,G1,562.73
2550,15,130,3/28/13,85.87,85.87,85.87,G1,573.65
2551,16,130,3/28/13,72.97,72.97,72.97,G1,573.08
2552,17,130,3/28/13,67.22,67.22,67.22,G1,470.53
2553,18,130,3/28/13,68.44,68.44,68.44,G1,554.55
2554,19,130,3/28/13,69.06,63.38,63.08,S,406.93
2555,20,130,3/28/13,,,,S,365.22
2556,21,130,3/28/13,,,,S,420.62
2557,22,130,3/28/13,,,,S,373.38
2558,23,130,3/28/13,37.94,29.88,33.04,S,428.42
2559,24,130,3/28/13,77.61,79.54,83.89,S,418.53
2560,25,130,3/28/13,,,,S,452.4
2561,26,130,3/28/13,,,,S,446.15
2562,27,130,3/28/13,,,,S,508.23
2563,28,130,3/28/13,50.56,58.71,57.68,S,466.39
2564,29,130,3/28/13,51.69,47.29,54.99,S,369.46
2565,30,130,3/28/13,54.19,56.68,58.29,S,469.62
2566,31,130,3/28/13,,,,S,422.43
2567,32,130,3/28/13,75.47,71.99,77.44,S,472.45
2568,33,130,3/28/13,58.24,60.37,56.49,S,410.74
2569,34,130,3/28/13,26.78,18.24,22.56,S,303.62
2570,35,130,3/28/13,,,,S,548.75
2571,36,130,3/28/13,75.97,82.54,80.84,S,588.51
2572,37,130,3/28/13,,,,S,356.95
2573,38,130,3/28/13,,,,S,507.31
2574,39,130,3/28/13,,,,S,389.7
2575,40,130,3/28/13,40.57,40.9,42.48,S,444.77
2576,41,130,3/28/13,73.85,68.03,68.05,S,375.87
2577,42,130,3/28/13,,,,S,366.82
2578,43,130,3/28/13,67.55,51.15,57.27,S,273.78
2579,44,130,3/28/13,85.01,78.26,81.4,S,435.41
2580,45,130,3/28/13,,,,S,405.78
2581,46,130,3/28/13,74.98,75.16,81.42,S,565.1
2582,47,130,3/28/13,65.89,56.34,61.99,S,405.46
2583,48,130,3/28/13,67.25,75.36,73.55,S,511.32
2584,49,130,3/28/13,,,,S,463.88
2585,50,130,3/28/13,,,,S,420.48
2586,51,130,3/28/13,77.49,74.82,75.4,S,399.42
2587,52,130,3/28/13,,,,G2/M,500.62
2588,53,130,3/28/13,54.64,40.43,44.64,G2/M,525.64
2589,54,130,3/28/13,46.82,40.35,45.28,G2/M,312.94
2590,55,130,3/28/13,,,,G2/M,495.43
2591,56,130,3/28/13,,,,G2/M,470.07
2592,57,130,3/28/13,45.92,48.01,52.27,G2/M,530.44
2593,58,130,3/28/13,93.07,113.37,108.36,G2/M,625.09
2594,59,130,3/28/13,,,,G2/M,484.51
2595,60,130,3/28/13,39.42,40.67,40.74,G2/M,499.26
2596,61,130,3/28/13,,,,G2/M,499.6
2597,62,130,3/28/13,60.46,62.85,57.84,G2/M,579.75
2598,63,130,3/28/13,53.91,46.45,49.19,G2/M,500.17
2599,64,130,3/28/13,,,,G2/M,549.0
2600,65,130,3/28/13,68.17,71.6,69.77,G2/M,649.83
2601,66,130,3/28/13,,,,G2/M,512.58
2602,67,130,3/28/13,57.86,69.21,62.09,G2/M,567.56
2603,68,130,4/19/12,56.99,,44.99,G1,382.91
2604,69,130,4/19/12,80.28,58.07,65.63,G1,471.61
2605,70,130,4/19/12,65.6,56.7,58.06,G1,372.93
2606,71,130,4/19/12,61.6,,57.83,G1,140.86
2607,72,130,4/19/12,51.88,,,G1,440.48
2608,73,130,4/19/12,59.41,43.24,48.14,G1,153.35
2609,74,130,4/19/12,80.27,64.17,75.06,G1,449.78
2610,75,130,4/19/12,64.28,53.14,54.95,G1,524.37
2611,76,130,4/19/12,60.75,39.1,47.82,G1,549.96
2612,77,130,4/19/12,,,,G1,460.31
2613,78,130,4/19/12,55.9,33.89,44.39,G1,135.62
2614,79,130,4/19/12,57.3,32.12,45.31,G1,431.8
2615,80,130,4/19/12,44.66,36.21,37.83,G1,403.4
2616,81,130,4/19/12,55.35,,45.34,G1,460.73
2617,82,130,4/19/12,65.7,41.78,48.44,G1,442.55
2618,83,130,4/19/12,59.93,41.09,50.59,G1,404.59
2619,84,130,4/19/12,48.01,,41.13,G1,414.0
2620,85,130,4/19/12,59.69,57.12,57.94,G1,376.12
2621,86,130,4/19/12,64.61,56.86,60.15,G1,460.48
2622,87,130,4/19/12,81.25,54.35,70.87,G1,422.48
2623,88,130,4/19/12,65.02,50.96,60.82,G1,453.77
2624,89,130,4/19/12,56.95,49.21,54.74,G1,543.57
2625,90,130,4/19/12,44.99,33.02,41.92,G1,310.37
2626,91,130,4/19/12,49.08,36.07,44.28,G1,336.14
2627,92,130,4/19/12,59.01,41.89,52.17,G1,415.35
2628,93,130,4/19/12,59.48,34.85,49.21,G1,482.56
2629,94,130,4/19/12,93.87,66.12,83.01,G1,424.72
2630,95,130,4/19/12,74.64,42.5,64.72,G1,513.16
2631,96,130,4/19/12,85.93,64.85,80.42,G1,272.46
2632,97,130,4/19/12,,,,S,323.0
2633,98,130,4/19/12,61.45,53.94,58.84,S,281.94
2634,99,130,4/19/12,77.93,52.99,62.83,S,433.48
2635,100,130,4/19/12,,,,S,292.66
2636,101,130,4/19/12,,,,S,429.21
2637,102,130,4/19/12,58.16,61.0,57.36,S,413.98
2638,103,130,4/19/12,72.83,51.27,58.46,S,373.71
2639,104,130,4/19/12,,,,S,464.36
2640,105,130,4/19/12,73.17,56.72,62.99,S,423.49
2641,106,130,4/19/12,91.29,67.5,77.83,S,505.52
2642,107,130,4/19/12,,,,S,457.1
2643,108,130,4/19/12,37.96,38.51,38.44,S,405.11
2644,109,130,4/19/12,,,,S,152.86
2645,110,130,4/19/12,,,,S,405.34
2646,111,130,4/19/12,,,,S,359.18
2647,112,130,4/19/12,55.54,38.46,43.73,S,391.17
2648,113,130,4/19/12,86.7,65.56,73.48,S,453.08
2649,114,130,4/19/12,,,,S,470.82
2650,115,130,4/19/12,,,,S,462.23
2651,116,130,4/19/12,58.74,41.74,47.81,S,518.68
2652,117,130,4/19/12,,,,S,258.08
2653,118,130,4/19/12,21.82,18.95,18.89,S,317.32
2654,119,130,4/19/12,,,,S,396.08
2655,120,130,4/19/12,48.14,34.92,40.86,S,338.55
2656,121,130,4/19/12,,,,S,429.46
2657,122,130,4/19/12,51.08,32.12,39.69,S,435.49
2658,123,130,4/19/12,72.78,45.13,52.13,S,502.08
2659,124,130,4/19/12,,,,S,453.82
2660,125,130,4/19/12,,,,S,478.31
2661,126,130,4/19/12,,,,S,511.5
2662,127,130,4/19/12,53.58,45.06,50.64,S,467.79
2663,128,130,4/19/12,,,,S,355.74
2664,129,130,4/19/12,44.67,40.16,44.36,S,465.35
2665,130,130,4/19/12,51.63,38.83,46.36,S,501.72
2666,131,130,4/19/12,48.92,50.49,52.09,S,461.74
2667,132,130,4/19/12,,,,S,427.84
2668,133,130,4/19/12,58.32,57.25,59.38,S,488.0
2669,134,130,4/19/12,63.96,46.67,55.74,S,423.28
2670,135,130,4/19/12,,,,S,485.68
2671,136,130,4/19/12,69.59,57.14,68.21,S,478.74
2672,137,130,4/19/12,,,,S,477.71
2673,138,130,4/19/12,48.08,43.45,49.31,S,252.73
2674,139,130,4/19/12,,,,S,269.49
2675,140,130,4/19/12,66.71,49.75,59.16,S,503.01
2676,141,130,4/19/12,44.58,37.46,42.17,S,309.76
2677,142,130,4/19/12,,,,S,370.22
2678,143,130,4/19/12,71.89,54.75,65.17,S,424.1
2679,144,130,4/19/12,61.81,54.25,59.44,S,401.55
2680,145,130,4/19/12,,,,S,397.07
2681,146,130,4/19/12,44.58,37.62,43.7,S,283.07
2682,147,130,4/19/12,,,,S,256.16
2683,148,130,4/19/12,,,,S,508.47
2684,149,130,4/19/12,91.92,76.91,89.27,S,563.6
2685,150,130,4/19/12,38.42,31.45,38.77,S,390.29
2686,151,130,4/19/12,,,,G2/M,416.16
2687,152,130,4/19/12,,,,G2/M,374.75
2688,153,130,4/19/12,,,,G2/M,445.36
2689,154,130,4/19/12,52.8,44.51,47.46,G2/M,293.85
2690,155,130,4/19/12,,,,G2/M,496.72
2691,156,130,4/19/12,42.27,41.41,35.75,G2/M,531.5
2692,157,130,4/19/12,60.21,53.48,53.99,G2/M,590.7
2693,158,130,4/19/12,43.78,28.7,34.67,G2/M,461.19
2694,159,130,4/19/12,,,,G2/M,397.75
2695,160,130,4/19/12,,,,G2/M,442.96
2696,161,130,4/19/12,99.81,89.65,94.91,G2/M,384.83
2697,162,130,4/19/12,,,,G2/M,436.3
2698,163,130,4/19/12,51.55,46.49,48.22,G2/M,500.35
2699,164,130,4/19/12,,,,G2/M,386.82
2700,165,130,4/19/12,41.47,41.21,40.76,G2/M,432.96
2701,166,130,4/19/12,,,,G2/M,306.83
2702,167,130,4/19/12,40.06,41.79,38.46,G2/M,347.67
2703,168,130,4/19/12,,,,G2/M,378.23
2704,169,130,4/19/12,,,,G2/M,473.48
2705,170,130,4/19/12,,,,G2/M,402.18
2706,171,130,4/19/12,40.32,27.73,30.68,G2/M,557.57
2707,172,130,4/19/12,45.08,43.02,41.44,G2/M,496.9
2708,173,130,4/19/12,54.46,29.39,39.76,G2/M,462.79
2709,174,130,4/19/12,,,,G2/M,334.16
2710,175,130,4/19/12,,,,G2/M,391.22
2711,176,130,4/19/12,,,,G2/M,454.8
2712,177,130,4/19/12,,,,G2/M,448.83
2713,178,130,4/19/12,51.13,52.64,48.68,G2/M,564.77
2714,179,130,4/19/12,49.57,49.55,48.03,G2/M,531.12
2715,180,130,4/19/12,61.49,42.47,53.29,G2/M,498.01
2716,181,130,4/19/12,42.64,38.76,39.34,G2/M,391.63
2717,182,130,4/19/12,43.76,42.08,40.26,G2/M,388.97
2718,183,130,4/19/12,,,,G2/M,475.83
2719,184,130,4/19/12,50.08,47.18,49.38,G2/M,373.25
2720,185,130,4/19/12,40.46,38.14,40.32,G2/M,293.46
2721,186,130,4/19/12,,,,G2/M,305.49
2722,187,130,4/19/12,41.94,40.29,40.5,G2/M,377.44
2723,188,130,4/19/12,,,,G2/M,411.19
2724,189,130,4/19/12,,,,G2/M,382.36
2725,190,130,4/19/12,64.56,61.19,64.14,G2/M,160.73
2726,191,130,4/19/12,63.39,60.61,63.54,G2/M,543.08
2727,192,130,4/19/12,39.04,39.6,42.72,G2/M,536.94
2728,193,130,4/19/12,,,,G2/M,431.3
2729,194,130,4/19/12,48.89,43.32,45.17,G2/M,492.97
2730,0,140,3/28/13,69.94,58.06,65.03,G1,457.13
2731,1,140,3/28/13,83.39,70.03,77.97,G1,368.76
2732,2,140,3/28/13,60.56,,,G1,512.89
2733,3,140,3/28/13,47.71,28.78,30.31,G1,386.95
2734,4,140,3/28/13,29.19,26.34,26.07,G1,420.8
2735,5,140,3/28/13,73.68,64.23,69.06,G1,314.19
2736,6,140,3/28/13,55.58,58.61,52.69,G1,506.11
2737,7,140,3/28/13,109.23,79.4,89.22,G1,574.93
2738,8,140,3/28/13,44.25,41.68,49.38,G1,352.57
2739,9,140,3/28/13,44.92,37.75,45.85,G1,365.89
2740,10,140,3/28/13,50.81,50.81,50.81,G1,511.09
2741,11,140,3/28/13,101.71,101.71,101.71,G1,674.82
2742,12,140,3/28/13,85.95,85.95,85.95,G1,699.83
2743,13,140,3/28/13,88.74,88.74,88.74,G1,620.13
2744,14,140,3/28/13,83.97,83.97,83.97,G1,559.0
2745,15,140,3/28/13,85.87,85.87,85.87,G1,575.7
2746,16,140,3/28/13,72.97,72.97,72.97,G1,576.42
2747,17,140,3/28/13,67.22,67.22,67.22,G1,464.11
2748,18,140,3/28/13,68.44,68.44,68.44,G1,559.71
2749,19,140,3/28/13,69.06,63.38,63.08,S,440.57
2750,20,140,3/28/13,,,,S,398.78
2751,21,140,3/28/13,,,,S,431.22
2752,22,140,3/28/13,,,,S,399.03
2753,23,140,3/28/13,37.94,29.88,33.04,S,445.69
2754,24,140,3/28/13,77.61,79.54,83.89,S,428.35
2755,25,140,3/28/13,,,,S,466.71
2756,26,140,3/28/13,,,,S,440.14
2757,27,140,3/28/13,,,,S,515.21
2758,28,140,3/28/13,50.56,58.71,57.68,S,492.34
2759,29,140,3/28/13,51.69,47.29,54.99,S,368.24
2760,30,140,3/28/13,54.19,56.68,58.29,S,511.64
2761,31,140,3/28/13,,,,S,444.34
2762,32,140,3/28/13,75.47,71.99,77.44,S,476.9
2763,33,140,3/28/13,58.24,60.37,56.49,S,434.13
2764,34,140,3/28/13,26.78,18.24,22.56,S,312.3
2765,35,140,3/28/13,,,,S,570.09
2766,36,140,3/28/13,75.97,82.54,80.84,S,596.93
2767,37,140,3/28/13,,,,S,368.53
2768,38,140,3/28/13,,,,S,515.77
2769,39,140,3/28/13,,,,S,382.68
2770,40,140,3/28/13,40.57,40.9,42.48,S,449.66
2771,41,140,3/28/13,73.85,68.03,68.05,S,389.64
2772,42,140,3/28/13,,,,S,375.89
2773,43,140,3/28/13,67.55,51.15,57.27,S,274.38
2774,44,140,3/28/13,85.01,78.26,81.4,S,448.79
2775,45,140,3/28/13,,,,S,413.83
2776,46,140,3/28/13,74.98,75.16,81.42,S,523.89
2777,47,140,3/28/13,65.89,56.34,61.99,S,451.2
2778,48,140,3/28/13,67.25,75.36,73.55,S,510.35
2779,49,140,3/28/13,,,,S,461.91
2780,50,140,3/28/13,,,,S,408.15
2781,51,140,3/28/13,77.49,74.82,75.4,S,402.07
2782,52,140,3/28/13,,,,G2/M,503.69
2783,53,140,3/28/13,54.64,40.43,44.64,G2/M,542.67
2784,54,140,3/28/13,46.82,40.35,45.28,G2/M,320.25
2785,55,140,3/28/13,,,,G2/M,501.04
2786,56,140,3/28/13,,,,G2/M,493.62
2787,57,140,3/28/13,45.92,48.01,52.27,G2/M,550.06
2788,58,140,3/28/13,93.07,113.37,108.36,G2/M,647.56
2789,59,140,3/28/13,,,,G2/M,545.38
2790,60,140,3/28/13,39.42,40.67,40.74,G2/M,525.61
2791,61,140,3/28/13,,,,G2/M,433.19
2792,62,140,3/28/13,60.46,62.85,57.84,G2/M,117.22
2793,63,140,3/28/13,53.91,46.45,49.19,G2/M,501.02
2794,64,140,3/28/13,,,,G2/M,557.8
2795,65,140,3/28/13,68.17,71.6,69.77,G2/M,655.14
2796,66,140,3/28/13,,,,G2/M,513.27
2797,67,140,3/28/13,57.86,69.21,62.09,G2/M,549.89
2798,68,140,4/19/12,56.99,,44.99,G1,411.37
2799,69,140,4/19/12,80.28,58.07,65.63,G1,500.91
2800,70,140,4/19/12,65.6,56.7,58.06,G1,404.9
2801,71,140,4/19/12,61.6,,57.83,G1,166.86
2802,72,140,4/19/12,51.88,,,G1,427.09
2803,73,140,4/19/12,59.41,43.24,48.14,G1,144.17
2804,74,140,4/19/12,80.27,64.17,75.06,G1,429.47
2805,75,140,4/19/12,64.28,53.14,54.95,G1,520.29
2806,76,140,4/19/12,60.75,39.1,47.82,G1,535.88
2807,77,140,4/19/12,,,,G1,506.79
2808,78,140,4/19/12,55.9,33.89,44.39,G1,130.2
2809,79,140,4/19/12,57.3,32.12,45.31,G1,443.1
2810,80,140,4/19/12,44.66,36.21,37.83,G1,414.73
2811,81,140,4/19/12,55.35,,45.34,G1,468.1
2812,82,140,4/19/12,65.7,41.78,48.44,G1,440.29
2813,83,140,4/19/12,59.93,41.09,50.59,G1,424.04
2814,84,140,4/19/12,48.01,,41.13,G1,486.42
2815,85,140,4/19/12,59.69,57.12,57.94,G1,405.31
2816,86,140,4/19/12,64.61,56.86,60.15,G1,479.94
2817,87,140,4/19/12,81.25,54.35,70.87,G1,415.77
2818,88,140,4/19/12,65.02,50.96,60.82,G1,456.91
2819,89,140,4/19/12,56.95,49.21,54.74,G1,552.53
2820,90,140,4/19/12,44.99,33.02,41.92,G1,330.25
2821,91,140,4/19/12,49.08,36.07,44.28,G1,364.77
2822,92,140,4/19/12,59.01,41.89,52.17,G1,417.34
2823,93,140,4/19/12,59.48,34.85,49.21,G1,483.85
2824,94,140,4/19/12,93.87,66.12,83.01,G1,436.61
2825,95,140,4/19/12,74.64,42.5,64.72,G1,536.69
2826,96,140,4/19/12,85.93,64.85,80.42,G1,209.57
2827,97,140,4/19/12,,,,S,355.94
2828,98,140,4/19/12,61.45,53.94,58.84,S,301.13
2829,99,140,4/19/12,77.93,52.99,62.83,S,467.49
2830,100,140,4/19/12,,,,S,501.39
2831,101,140,4/19/12,,,,S,450.41
2832,102,140,4/19/12,58.16,61.0,57.36,S,407.04
2833,103,140,4/19/12,72.83,51.27,58.46,S,410.26
2834,104,140,4/19/12,,,,S,501.49
2835,105,140,4/19/12,73.17,56.72,62.99,S,472.48
2836,106,140,4/19/12,91.29,67.5,77.83,S,518.57
2837,107,140,4/19/12,,,,S,385.53
2838,108,140,4/19/12,37.96,38.51,38.44,S,409.18
2839,109,140,4/19/12,,,,S,358.64
2840,110,140,4/19/12,,,,S,379.43
2841,111,140,4/19/12,,,,S,389.52
2842,112,140,4/19/12,55.54,38.46,43.73,S,437.61
2843,113,140,4/19/12,86.7,65.56,73.48,S,393.85
2844,114,140,4/19/12,,,,S,486.63
2845,115,140,4/19/12,,,,S,455.87
2846,116,140,4/19/12,58.74,41.74,47.81,S,531.29
2847,117,140,4/19/12,,,,S,275.64
2848,118,140,4/19/12,21.82,18.95,18.89,S,304.96
2849,119,140,4/19/12,,,,S,417.77
2850,120,140,4/19/12,48.14,34.92,40.86,S,389.07
2851,121,140,4/19/12,,,,S,456.86
2852,122,140,4/19/12,51.08,32.12,39.69,S,455.74
2853,123,140,4/19/12,72.78,45.13,52.13,S,525.1
2854,124,140,4/19/12,,,,S,507.64
2855,125,140,4/19/12,,,,S,513.19
2856,126,140,4/19/12,,,,S,564.88
2857,127,140,4/19/12,53.58,45.06,50.64,S,545.19
2858,128,140,4/19/12,,,,S,416.27
2859,129,140,4/19/12,44.67,40.16,44.36,S,492.19
2860,130,140,4/19/12,51.63,38.83,46.36,S,557.26
2861,131,140,4/19/12,48.92,50.49,52.09,S,499.44
2862,132,140,4/19/12,,,,S,504.44
2863,133,140,4/19/12,58.32,57.25,59.38,S,519.18
2864,134,140,4/19/12,63.96,46.67,55.74,S,452.11
2865,135,140,4/19/12,,,,S,494.08
2866,136,140,4/19/12,69.59,57.14,68.21,S,506.44
2867,137,140,4/19/12,,,,S,490.87
2868,138,140,4/19/12,48.08,43.45,49.31,S,292.23
2869,139,140,4/19/12,,,,S,307.9
2870,140,140,4/19/12,66.71,49.75,59.16,S,548.3
2871,141,140,4/19/12,44.58,37.46,42.17,S,364.45
2872,142,140,4/19/12,,,,S,414.35
2873,143,140,4/19/12,71.89,54.75,65.17,S,468.21
2874,144,140,4/19/12,61.81,54.25,59.44,S,430.0
2875,145,140,4/19/12,,,,S,415.74
2876,146,140,4/19/12,44.58,37.62,43.7,S,302.8
2877,147,140,4/19/12,,,,S,256.5
2878,148,140,4/19/12,,,,S,528.87
2879,149,140,4/19/12,91.92,76.91,89.27,S,587.93
2880,150,140,4/19/12,38.42,31.45,38.77,S,408.57
2881,151,140,4/19/12,,,,G2/M,464.53
2882,152,140,4/19/12,,,,G2/M,395.04
2883,153,140,4/19/12,,,,G2/M,446.9
2884,154,140,4/19/12,52.8,44.51,47.46,G2/M,289.32
2885,155,140,4/19/12,,,,G2/M,542.47
2886,156,140,4/19/12,42.27,41.41,35.75,G2/M,535.22
2887,157,140,4/19/12,60.21,53.48,53.99,G2/M,596.26
2888,158,140,4/19/12,43.78,28.7,34.67,G2/M,451.89
2889,159,140,4/19/12,,,,G2/M,382.69
2890,160,140,4/19/12,,,,G2/M,438.77
2891,161,140,4/19/12,99.81,89.65,94.91,G2/M,367.38
2892,162,140,4/19/12,,,,G2/M,445.06
2893,163,140,4/19/12,51.55,46.49,48.22,G2/M,495.02
2894,164,140,4/19/12,,,,G2/M,395.08
2895,165,140,4/19/12,41.47,41.21,40.76,G2/M,435.06
2896,166,140,4/19/12,,,,G2/M,331.98
2897,167,140,4/19/12,40.06,41.79,38.46,G2/M,372.52
2898,168,140,4/19/12,,,,G2/M,372.4
2899,169,140,4/19/12,,,,G2/M,466.71
2900,170,140,4/19/12,,,,G2/M,394.12
2901,171,140,4/19/12,40.32,27.73,30.68,G2/M,560.88
2902,172,140,4/19/12,45.08,43.02,41.44,G2/M,509.96
2903,173,140,4/19/12,54.46,29.39,39.76,G2/M,481.93
2904,174,140,4/19/12,,,,G2/M,377.87
2905,175,140,4/19/12,,,,G2/M,439.26
2906,176,140,4/19/12,,,,G2/M,494.49
2907,177,140,4/19/12,,,,G2/M,482.8
2908,178,140,4/19/12,51.13,52.64,48.68,G2/M,608.23
2909,179,140,4/19/12,49.57,49.55,48.03,G2/M,570.18
2910,180,140,4/19/12,61.49,42.47,53.29,G2/M,566.9
2911,181,140,4/19/12,42.64,38.76,39.34,G2/M,417.86
2912,182,140,4/19/12,43.76,42.08,40.26,G2/M,447.67
2913,183,140,4/19/12,,,,G2/M,582.18
2914,184,140,4/19/12,50.08,47.18,49.38,G2/M,426.28
2915,185,140,4/19/12,40.46,38.14,40.32,G2/M,320.16
2916,186,140,4/19/12,,,,G2/M,314.67
2917,187,140,4/19/12,41.94,40.29,40.5,G2/M,391.96
2918,188,140,4/19/12,,,,G2/M,430.8
2919,189,140,4/19/12,,,,G2/M,415.82
2920,190,140,4/19/12,64.56,61.19,64.14,G2/M,171.81
2921,191,140,4/19/12,63.39,60.61,63.54,G2/M,560.12
2922,192,140,4/19/12,39.04,39.6,42.72,G2/M,545.68
2923,193,140,4/19/12,,,,G2/M,477.4
2924,194,140,4/19/12,48.89,43.32,45.17,G2/M,507.99
2925,0,150,3/28/13,69.94,58.06,65.03,G1,485.35
2926,1,150,3/28/13,83.39,70.03,77.97,G1,363.38
2927,2,150,3/28/13,60.56,,,G1,522.04
2928,3,150,3/28/13,47.71,28.78,30.31,G1,400.75
2929,4,150,3/28/13,29.19,26.34,26.07,G1,414.55
2930,5,150,3/28/13,73.68,64.23,69.06,G1,313.86
2931,6,150,3/28/13,55.58,58.61,52.69,G1,522.71
2932,7,150,3/28/13,109.23,79.4,89.22,G1,575.87
2933,8,150,3/28/13,44.25,41.68,49.38,G1,357.82
2934,9,150,3/28/13,44.92,37.75,45.85,G1,361.14
2935,10,150,3/28/13,50.81,50.81,50.81,G1,535.95
2936,11,150,3/28/13,101.71,101.71,101.71,G1,680.29
2937,12,150,3/28/13,85.95,85.95,85.95,G1,720.82
2938,13,150,3/28/13,88.74,88.74,88.74,G1,604.39
2939,14,150,3/28/13,83.97,83.97,83.97,G1,567.23
2940,15,150,3/28/13,85.87,85.87,85.87,G1,577.78
2941,16,150,3/28/13,72.97,72.97,72.97,G1,584.23
2942,17,150,3/28/13,67.22,67.22,67.22,G1,453.14
2943,18,150,3/28/13,68.44,68.44,68.44,G1,563.07
2944,19,150,3/28/13,69.06,63.38,63.08,S,447.76
2945,20,150,3/28/13,,,,S,417.97
2946,21,150,3/28/13,,,,S,433.13
2947,22,150,3/28/13,,,,S,425.38
2948,23,150,3/28/13,37.94,29.88,33.04,S,447.11
2949,24,150,3/28/13,77.61,79.54,83.89,S,400.83
2950,25,150,3/28/13,,,,S,494.51
2951,26,150,3/28/13,,,,S,465.97
2952,27,150,3/28/13,,,,S,527.28
2953,28,150,3/28/13,50.56,58.71,57.68,S,511.5
2954,29,150,3/28/13,51.69,47.29,54.99,S,401.07
2955,30,150,3/28/13,54.19,56.68,58.29,S,533.04
2956,31,150,3/28/13,,,,S,469.52
2957,32,150,3/28/13,75.47,71.99,77.44,S,469.77
2958,33,150,3/28/13,58.24,60.37,56.49,S,460.9
2959,34,150,3/28/13,26.78,18.24,22.56,S,328.34
2960,35,150,3/28/13,,,,S,583.99
2961,36,150,3/28/13,75.97,82.54,80.84,S,600.38
2962,37,150,3/28/13,,,,S,377.42
2963,38,150,3/28/13,,,,S,532.87
2964,39,150,3/28/13,,,,S,422.35
2965,40,150,3/28/13,40.57,40.9,42.48,S,436.17
2966,41,150,3/28/13,73.85,68.03,68.05,S,387.49
2967,42,150,3/28/13,,,,S,423.34
2968,43,150,3/28/13,67.55,51.15,57.27,S,277.84
